Order_ID,Order_Date,Customer_Name,Customer_Segment,Country,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Payment_Method,Year,Month,Month_Name,Quarter,Revenue_Per_Order,Profit_Margin,Shipping_Cost_Ratio,Discount_Value,Gross_Sales,Net_Sales_After_Shipping,Order_Size,Profit_Status,Discount_Level
ORD-11128,2023-01-18,Amir Oliveira,Consumer,Mexico,North America,Furniture,Standing Desk Converter,5,333.59,10,1501.15,9.02,491.36,Credit Card,2023,1,January,1,1501.15,0.32732238617060255,0.006008726642907104,166.795,1667.9499999999998,1492.13,Medium,Profitable,Low
ORD-10279,2023-01-20,Ivan Zhang,Consumer,UAE,Middle East & Africa,Office Supplies,Desk Calendar 2025,7,10.6,20,59.36,18.26,7.71,Bank Transfer,2023,1,January,1,59.36,0.12988544474393532,0.30761455525606474,14.840000000000002,74.2,41.099999999999994,High,Profitable,Medium
ORD-10344,2023-01-20,Sakura Martinez,Home Office,Australia,Asia Pacific,Furniture,Floating Wall Shelves Set,2,67.38,5,128.02,11.0,36.16,Cash on Delivery,2023,1,January,1,128.02,0.28245586627089514,0.08592407436338072,6.7379999999999995,134.76,117.02000000000001,Low,Profitable,Low
ORD-10589,2023-01-20,Mary Davis,Consumer,Argentina,South America,Technology,Portable External SSD 1TB,4,121.25,0,485.0,18.53,199.72,PayPal,2023,1,January,1,485.0,0.4117938144329897,0.03820618556701031,0.0,485.0,466.47,Medium,Profitable,No Discount
ORD-11029,2023-01-20,Karen Rossi,Home Office,Japan,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,4,19.92,0,79.68,16.01,27.81,Cash on Delivery,2023,1,January,1,79.68,0.34902108433734935,0.20092871485943775,0.0,79.68,63.67,Medium,Profitable,No Discount
ORD-11026,2023-01-22,Chen Singh,Consumer,China,Asia Pacific,Technology,Smart LED Desk Lamp,3,34.98,5,99.69,14.67,27.3,Credit Card,2023,1,January,1,99.69,0.27384893168823354,0.14715618417092988,5.247,104.94,85.02,Medium,Profitable,Low
ORD-10968,2023-01-23,Wei Müller,Consumer,Canada,North America,Furniture,Floating Wall Shelves Set,4,37.18,5,141.28,12.28,39.77,Credit Card,2023,1,January,1,141.28,0.2814977349943375,0.08691959229898075,7.436,148.72,129.0,Medium,Profitable,Low
ORD-11723,2023-01-23,Raj Costa,Consumer,United Kingdom,Europe,Office Supplies,Stapler Full-Size,1,8.54,15,7.26,7.97,-4.55,Credit Card,2023,1,January,1,7.26,-0.6267217630853994,1.0977961432506886,1.281,8.54,-0.71,Low,Loss-Making,Medium
ORD-10408,2023-01-24,Hanna Sato,Consumer,Germany,Europe,Office Supplies,Paper Clips Box 500pc,2,8.53,5,16.21,9.3,-0.77,Credit Card,2023,1,January,1,16.21,-0.047501542257865514,0.5737199259716225,0.853,17.06,6.91,Low,Loss-Making,Low
ORD-11828,2023-01-24,Sarah Zhang,Home Office,South Africa,Middle East & Africa,Clothing & Accessories,Canvas Messenger Bag,4,57.87,20,185.18,13.88,55.56,PayPal,2023,1,January,1,185.18,0.3000324009072254,0.07495409871476401,46.296,231.48,171.3,Medium,Profitable,Medium
ORD-11035,2023-01-25,Linda Russo,Corporate,Italy,Europe,Office Supplies,Whiteboard Markers Set 8,8,15.41,10,110.95,21.9,33.57,PayPal,2023,1,January,1,110.95,0.3025687246507436,0.1973862100045065,12.328000000000001,123.28,89.05000000000001,High,Profitable,Low
ORD-10599,2023-01-26,Chen Laurent,Consumer,United States,North America,Technology,Mechanical Gaming Keyboard,1,167.57,5,159.19,6.21,60.82,PayPal,2023,1,January,1,159.19,0.38205917457126704,0.03900998806457692,8.3785,167.57,152.98,Low,Profitable,Low
ORD-10780,2023-01-27,David Anderson,Consumer,Saudi Arabia,Middle East & Africa,Furniture,Ergonomic Office Chair,2,212.13,0,424.26,14.72,154.98,Cash on Delivery,2023,1,January,1,424.26,0.3652948663555367,0.034695705463630794,0.0,424.26,409.53999999999996,Low,Profitable,No Discount
ORD-10636,2023-01-28,Ayumi Tanaka,Corporate,South Korea,Asia Pacific,Office Supplies,Ballpoint Pen Pack 12,5,9.02,15,38.33,17.7,0.34,Credit Card,2023,1,January,1,38.33,0.008870336551004436,0.46177928515523087,6.764999999999999,45.099999999999994,20.63,Medium,Profitable,Medium
ORD-10694,2023-01-28,Susan Johansson,Consumer,Mexico,North America,Technology,Webcam HD 1080p,3,55.78,0,167.34,9.38,65.92,Credit Card,2023,1,January,1,167.34,0.39392852874387474,0.056053543683518586,0.0,167.34,157.96,Medium,Profitable,No Discount
ORD-10711,2023-01-28,Mary Ferrari,Consumer,United Kingdom,Europe,Office Supplies,Premium Notebook Set A5,5,10.25,0,51.25,18.89,9.3,PayPal,2023,1,January,1,51.25,0.18146341463414636,0.36858536585365853,0.0,51.25,32.36,Medium,Profitable,No Discount
ORD-10383,2023-01-29,Michael Harris,Home Office,Argentina,South America,Clothing & Accessories,Canvas Messenger Bag,1,54.25,0,54.25,11.58,15.54,Credit Card,2023,1,January,1,54.25,0.2864516129032258,0.2134562211981567,0.0,54.25,42.67,Low,Profitable,No Discount
ORD-10435,2023-01-30,Priya Martin,Consumer,Canada,North America,Office Supplies,Stapler Full-Size,4,16.61,5,63.12,8.4,24.82,Bank Transfer,2023,1,January,1,63.12,0.3932192648922687,0.13307984790874525,3.322,66.44,54.72,Medium,Profitable,Low
ORD-10017,2023-01-31,Kenji Nilsson,Home Office,Japan,Asia Pacific,Clothing & Accessories,Silk Tie Collection,3,18.32,0,54.96,12.91,14.57,Credit Card,2023,1,January,1,54.96,0.2651018922852984,0.2348981077147016,0.0,54.96,42.05,Medium,Profitable,No Discount
ORD-11220,2023-01-31,Amir Hassan,Consumer,United States,North America,Clothing & Accessories,Cotton Formal Shirt,4,53.6,0,214.4,8.52,98.68,PayPal,2023,1,January,1,214.4,0.4602611940298508,0.03973880597014925,0.0,214.4,205.88,Medium,Profitable,No Discount
ORD-11237,2023-01-31,Ahmed Garcia,Home Office,India,Asia Pacific,Furniture,Corner L-Shaped Desk,4,429.23,5,1631.07,12.2,588.72,Credit Card,2023,1,January,1,1631.07,0.36094097739520686,0.0074797525550712105,85.846,1716.92,1618.87,Medium,Profitable,Low
ORD-11655,2023-01-31,Li Wang,Corporate,Brazil,South America,Technology,USB-C Hub Multiport Adapter,2,28.99,10,52.18,12.7,7.59,Credit Card,2023,1,January,1,52.18,0.14545802989651208,0.24338827136834035,5.798,57.98,39.480000000000004,Low,Profitable,Low
ORD-11858,2023-01-31,Ava Martinez,Corporate,Nigeria,Middle East & Africa,Office Supplies,Binder Clips Assorted 48pc,3,8.65,5,24.65,17.04,-4.07,Credit Card,2023,1,January,1,24.65,-0.16511156186612577,0.6912778904665314,1.2975000000000003,25.950000000000003,7.609999999999999,Medium,Loss-Making,Low
ORD-10787,2023-02-01,Ahmed Clark,Consumer,Canada,North America,Technology,Tablet Stand Holder,3,19.94,0,59.82,8.61,18.31,Bank Transfer,2023,2,February,1,59.82,0.3060849214309595,0.14393179538615847,0.0,59.82000000000001,51.21,Medium,Profitable,No Discount
ORD-10950,2023-02-02,William Sharma,Corporate,Italy,Europe,Technology,Webcam HD 1080p,6,32.72,5,186.5,10.11,68.41,PayPal,2023,2,February,1,186.5,0.3668096514745308,0.05420911528150134,9.816,196.32,176.39,High,Profitable,Low
ORD-10374,2023-02-03,Felix Smith,Corporate,Colombia,South America,Clothing & Accessories,Canvas Messenger Bag,12,25.43,5,289.9,23.56,113.76,Bank Transfer,2023,2,February,1,289.9,0.3924111762676786,0.08126940324249741,15.258,305.15999999999997,266.34,High,Profitable,Low
ORD-10745,2023-02-03,Yuki Kumar,Corporate,Canada,North America,Furniture,Standing Desk Converter,4,274.83,10,989.39,10.28,319.52,Credit Card,2023,2,February,1,989.39,0.3229464619614105,0.010390240451187095,109.932,1099.32,979.11,Medium,Profitable,Low
ORD-11670,2023-02-03,Jamal Rossi,Corporate,South Korea,Asia Pacific,Furniture,Floating Wall Shelves Set,1,60.16,15,51.14,10.85,4.19,Bank Transfer,2023,2,February,1,51.14,0.08193195150567072,0.2121626906531091,9.024,60.16,40.29,Low,Profitable,Medium
ORD-11158,2023-02-04,Maria Sharma,Home Office,Japan,Asia Pacific,Office Supplies,Desk Calendar 2025,10,8.37,15,71.14,24.19,9.29,Cash on Delivery,2023,2,February,1,71.14,0.13058757379814448,0.3400337362946303,12.554999999999998,83.69999999999999,46.95,High,Profitable,Medium
ORD-11430,2023-02-04,Karen Martinez,Home Office,Colombia,South America,Office Supplies,Paper Clips Box 500pc,1,4.78,10,4.3,11.84,-9.69,Bank Transfer,2023,2,February,1,4.3,-2.2534883720930234,2.7534883720930234,0.47800000000000004,4.78,-7.54,Low,Loss-Making,Low
ORD-11760,2023-02-04,Sakura Thomas,Corporate,Argentina,South America,Technology,Webcam HD 1080p,7,79.23,15,471.42,19.84,146.54,Cash on Delivery,2023,2,February,1,471.42,0.3108480760256247,0.04208561367782444,83.1915,554.61,451.58000000000004,High,Profitable,Medium
ORD-10720,2023-02-05,Hans Chen,Consumer,Germany,Europe,Furniture,Bookshelf 5-Tier,1,188.93,5,179.48,9.2,56.92,Cash on Delivery,2023,2,February,1,179.48,0.31713839982170716,0.05125919322487185,9.4465,188.93,170.28,Low,Profitable,Low
ORD-11218,2023-02-05,Lucas Sharma,Consumer,Brazil,South America,Clothing & Accessories,Business Casual Blazer,10,138.7,15,1178.95,17.36,468.09,Credit Card,2023,2,February,1,1178.95,0.3970397387505831,0.014724967131769793,208.04999999999998,1387.0,1161.5900000000001,High,Profitable,Medium
ORD-10384,2023-02-07,Giulia Leroy,Consumer,China,Asia Pacific,Clothing & Accessories,Sports Water Bottle 750ml,1,8.96,0,8.96,11.08,-6.6,PayPal,2023,2,February,1,8.96,-0.7366071428571428,1.2366071428571428,0.0,8.96,-2.119999999999999,Low,Loss-Making,No Discount
ORD-11503,2023-02-07,Felix Yamamoto,Consumer,Japan,Asia Pacific,Technology,Noise Cancelling Earbuds,2,173.37,0,346.74,10.89,145.14,PayPal,2023,2,February,1,346.74,0.4185845301955355,0.03140681778854473,0.0,346.74,335.85,Low,Profitable,No Discount
ORD-11711,2023-02-07,Layla Khan,Home Office,Canada,North America,Technology,Noise Cancelling Earbuds,1,63.94,10,57.55,6.86,15.52,PayPal,2023,2,February,1,57.55,0.2696785403996525,0.11920069504778455,6.394,63.94,50.69,Low,Profitable,Low
ORD-10098,2023-02-08,Ava Jones,Consumer,Australia,Asia Pacific,Technology,Webcam HD 1080p,3,64.55,10,174.28,13.01,54.76,Credit Card,2023,2,February,1,174.28,0.3142070231810879,0.07464998852421391,19.365,193.64999999999998,161.27,Medium,Profitable,Low
ORD-10314,2023-02-08,Sakura Martin,Corporate,Japan,Asia Pacific,Office Supplies,Stapler Full-Size,5,14.53,5,69.02,11.87,24.46,Credit Card,2023,2,February,1,69.02,0.35439003187481893,0.17197913648217908,3.6325,72.64999999999999,57.15,Medium,Profitable,Low
ORD-10322,2023-02-08,Maria Laurent,Home Office,South Korea,Asia Pacific,Office Supplies,Paper Clips Box 500pc,1,9.63,10,8.67,10.44,-6.1,PayPal,2023,2,February,1,8.67,-0.7035755478662052,1.2041522491349481,0.9630000000000001,9.63,-1.7699999999999996,Low,Loss-Making,Low
ORD-11507,2023-02-09,Zara Suzuki,Consumer,Canada,North America,Furniture,Bookshelf 5-Tier,4,118.02,0,472.08,7.9,180.93,Bank Transfer,2023,2,February,1,472.08,0.3832613116420946,0.01673445178783257,0.0,472.08,464.18,Medium,Profitable,No Discount
ORD-11683,2023-02-09,Zara Costa,Consumer,United Kingdom,Europe,Furniture,Folding Table Portable,9,126.93,0,1142.37,23.14,433.81,PayPal,2023,2,February,1,1142.37,0.3797456165690626,0.02025613417719303,0.0,1142.3700000000001,1119.2299999999998,High,Profitable,No Discount
ORD-10642,2023-02-10,Olga Kim,Consumer,Argentina,South America,Furniture,Standing Desk Converter,8,289.71,10,2085.91,16.44,678.86,Bank Transfer,2023,2,February,1,2085.91,0.32545028308987445,0.007881452219894437,231.768,2317.68,2069.47,High,Profitable,Low
ORD-11011,2023-02-10,Hans Kim,Corporate,Japan,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,2,81.58,15,138.69,11.8,45.31,Bank Transfer,2023,2,February,1,138.69,0.32669983416252074,0.08508183719085731,24.474,163.16,126.89,Low,Profitable,Medium
ORD-11270,2023-02-10,Isabella White,Consumer,Germany,Europe,Technology,Portable External SSD 1TB,9,111.98,5,957.43,24.38,378.75,Credit Card,2023,2,February,1,957.43,0.3955902781404385,0.025464002590267695,50.391000000000005,1007.82,933.05,High,Profitable,Low
ORD-11659,2023-02-10,Emma Oliveira,Consumer,Italy,Europe,Clothing & Accessories,Leather Wallet Minimalist,3,45.99,0,137.97,12.68,56.3,Credit Card,2023,2,February,1,137.97,0.40805972312821626,0.09190403710951656,0.0,137.97,125.28999999999999,Medium,Profitable,No Discount
ORD-10256,2023-02-11,Michael Zhang,Consumer,Canada,North America,Office Supplies,Paper Clips Box 500pc,3,4.96,10,13.39,7.09,-0.4,Cash on Delivery,2023,2,February,1,13.39,-0.029873039581777446,0.5294996265870052,1.488,14.879999999999999,6.300000000000001,Medium,Loss-Making,Low
ORD-10527,2023-02-12,Hanna Ahmed,Consumer,Saudi Arabia,Middle East & Africa,Clothing & Accessories,Travel Backpack 30L,8,80.13,25,480.78,18.17,142.09,Bank Transfer,2023,2,February,1,480.78,0.29554057989101046,0.0377927534423229,160.26,641.04,462.60999999999996,High,Profitable,High
ORD-11082,2023-02-12,Patricia Müller,Consumer,Australia,Asia Pacific,Clothing & Accessories,Wool Blend Scarf,1,43.57,5,41.39,10.06,9.54,PayPal,2023,2,February,1,41.39,0.2304904566320367,0.24305387774824838,2.1785,43.57,31.33,Low,Profitable,Low
ORD-10473,2023-02-15,Kenji Zhang,Corporate,United States,North America,Technology,Noise Cancelling Earbuds,2,143.15,5,271.99,8.58,105.94,Credit Card,2023,2,February,1,271.99,0.38949961395639543,0.031545277399904405,14.315000000000001,286.3,263.41,Low,Profitable,Low
ORD-11304,2023-02-15,Ayumi Martinez,Home Office,Canada,North America,Furniture,Folding Table Portable,8,126.81,10,913.03,22.05,282.29,Cash on Delivery,2023,2,February,1,913.03,0.3091793259805264,0.024150356505262698,101.44800000000001,1014.48,890.98,High,Profitable,Low
ORD-11560,2023-02-16,Ayumi Nilsson,Home Office,Nigeria,Middle East & Africa,Technology,Webcam HD 1080p,1,48.95,0,48.95,12.32,9.71,PayPal,2023,2,February,1,48.95,0.19836567926455567,0.251685393258427,0.0,48.95,36.63,Low,Profitable,No Discount
ORD-11196,2023-02-17,Mia Ali,Corporate,United States,North America,Furniture,Monitor Riser Wood,2,47.62,5,90.48,8.3,25.04,Bank Transfer,2023,2,February,1,90.48,0.2767462422634836,0.09173297966401416,4.762,95.24,82.18,Low,Profitable,Low
ORD-11355,2023-02-17,Lucas Schmidt,Home Office,Australia,Asia Pacific,Technology,Wireless Bluetooth Headphones,1,238.37,15,202.61,11.03,60.48,Credit Card,2023,2,February,1,202.61,0.29850451606534717,0.054439563693795955,35.7555,238.37,191.58,Low,Profitable,Medium
ORD-11569,2023-02-17,Barbara Davis,Consumer,United Kingdom,Europe,Clothing & Accessories,Cotton Formal Shirt,5,39.22,10,176.49,17.7,60.74,Credit Card,2023,2,February,1,176.49,0.34415547623094794,0.1002889682134965,19.61,196.1,158.79000000000002,Medium,Profitable,Low
ORD-10916,2023-02-18,Jessica Wang,Corporate,South Korea,Asia Pacific,Clothing & Accessories,Business Casual Blazer,2,72.23,20,115.57,13.08,30.26,Credit Card,2023,2,February,1,115.57,0.261832655533443,0.11317816042225491,28.892000000000003,144.46,102.49,Low,Profitable,Medium
ORD-10837,2023-02-19,Jamal Zhang,Consumer,Nigeria,Middle East & Africa,Clothing & Accessories,Leather Belt Classic,3,35.6,5,101.46,15.03,33.03,Credit Card,2023,2,February,1,101.46,0.3255470136014193,0.14813719692489652,5.340000000000001,106.80000000000001,86.42999999999999,Medium,Profitable,Low
ORD-10855,2023-02-19,Felix Johansson,Consumer,Canada,North America,Office Supplies,Sticky Notes Multicolor 6-Pack,5,4.37,15,18.57,11.28,-2.54,PayPal,2023,2,February,1,18.57,-0.1367797522886376,0.6074313408723747,3.2775000000000003,21.85,7.290000000000001,Medium,Loss-Making,Medium
ORD-11065,2023-02-19,Priya Wang,Consumer,France,Europe,Clothing & Accessories,Silk Tie Collection,2,20.92,0,41.84,10.6,10.32,Cash on Delivery,2023,2,February,1,41.84,0.24665391969407263,0.2533460803059273,0.0,41.84,31.240000000000002,Low,Profitable,No Discount
ORD-11922,2023-02-20,Sophie Park,Consumer,Mexico,North America,Clothing & Accessories,Leather Belt Classic,4,54.4,5,206.72,7.53,90.39,Cash on Delivery,2023,2,February,1,206.72,0.4372581269349845,0.036426083591331274,10.88,217.6,199.19,Medium,Profitable,Low
ORD-10594,2023-02-21,Ayumi Khan,Consumer,United States,North America,Technology,Smart LED Desk Lamp,8,72.89,0,583.12,14.27,248.13,Credit Card,2023,2,February,1,583.12,0.42552133351625737,0.024471806832212922,0.0,583.12,568.85,High,Profitable,No Discount
ORD-11419,2023-02-21,Michael Davis,Consumer,China,Asia Pacific,Furniture,Desk Organizer Set,6,54.39,0,326.34,17.34,113.2,PayPal,2023,2,February,1,326.34,0.3468774897346326,0.05313476742048171,0.0,326.34000000000003,309.0,High,Profitable,No Discount
ORD-11624,2023-02-21,Felix Thompson,Consumer,Canada,North America,Furniture,Ergonomic Office Chair,6,472.56,0,2835.36,19.09,1115.05,PayPal,2023,2,February,1,2835.36,0.39326575814005976,0.006732831104339484,0.0,2835.36,2816.27,High,Profitable,No Discount
ORD-11855,2023-02-21,Hans Johnson,Consumer,Australia,Asia Pacific,Technology,Noise Cancelling Earbuds,1,133.63,0,133.63,9.94,50.19,PayPal,2023,2,February,1,133.63,0.3755893137768465,0.07438449449973808,0.0,133.63,123.69,Low,Profitable,No Discount
ORD-10843,2023-02-22,Jennifer Moreau,Corporate,Canada,North America,Technology,Tablet Stand Holder,2,32.06,0,64.12,7.82,21.03,Cash on Delivery,2023,2,February,1,64.12,0.32797878976918277,0.12195882719900186,0.0,64.12,56.300000000000004,Low,Profitable,No Discount
ORD-11306,2023-02-22,Mia Müller,Home Office,United Kingdom,Europe,Technology,Wireless Ergonomic Mouse,4,36.01,15,122.43,10.44,32.77,Credit Card,2023,2,February,1,122.43,0.2676631544556073,0.08527321734868903,21.605999999999998,144.04,111.99000000000001,Medium,Profitable,Medium
ORD-10392,2023-02-23,Priya Martinez,Corporate,United States,North America,Office Supplies,Paper Clips Box 500pc,4,7.24,10,26.06,8.85,4.18,Credit Card,2023,2,February,1,26.06,0.16039907904834996,0.33960092095165006,2.8960000000000004,28.96,17.21,Medium,Profitable,Low
ORD-11302,2023-02-23,Fatima Suzuki,Home Office,Brazil,South America,Technology,Wireless Ergonomic Mouse,3,60.99,0,182.97,12.03,70.31,Credit Card,2023,2,February,1,182.97,0.38427064546100453,0.06574848335792753,0.0,182.97,170.94,Medium,Profitable,No Discount
ORD-11205,2023-02-24,Zara White,Consumer,France,Europe,Office Supplies,Binder Clips Assorted 48pc,6,7.14,0,42.84,12.59,10.97,PayPal,2023,2,February,1,42.84,0.2560690943043884,0.29388422035480855,0.0,42.839999999999996,30.250000000000004,High,Profitable,No Discount
ORD-10892,2023-02-25,Felix Moreau,Consumer,Spain,Europe,Office Supplies,Sticky Notes Multicolor 6-Pack,2,8.06,15,13.7,10.44,-3.99,Bank Transfer,2023,2,February,1,13.7,-0.29124087591240877,0.762043795620438,2.418,16.12,3.26,Low,Loss-Making,Medium
ORD-11175,2023-02-25,Ethan Hassan,Corporate,China,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,2,31.71,5,60.25,10.63,17.91,Bank Transfer,2023,2,February,1,60.25,0.29726141078838175,0.17643153526970956,3.1710000000000003,63.42,49.62,Low,Profitable,Low
ORD-11598,2023-02-26,Ingrid Schmidt,Consumer,Italy,Europe,Furniture,Folding Table Portable,6,82.3,0,493.8,12.43,185.09,PayPal,2023,2,February,1,493.8,0.3748278655326043,0.025172134467395704,0.0,493.79999999999995,481.37,High,Profitable,No Discount
ORD-10113,2023-02-27,Mia Harris,Consumer,United States,North America,Technology,Webcam HD 1080p,1,77.48,0,77.48,7.16,27.71,PayPal,2023,2,February,1,77.48,0.35764068146618483,0.09241094475993805,0.0,77.48,70.32000000000001,Low,Profitable,No Discount
